MANDT [C(00006)]`SPRAS [C(00002)]`KVEWE [C(00002)]`KAPPL [C(00004)]`KALSM [C(00012)]`STUNR [C(00006)]`ZAEHK [C(00006)]`VTEXT [C(00060)]
400`  E`  A`  `  A61007`  200`  000`
400`  E`  A`  V`  A63002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A63002`  850`  000`
400`  E`  A`  V`  A63002`  899`  000`
400`  E`  A`  V`  A63002`  900`  000`  Total Amount
400`  E`  A`  V`  A63002`  910`  000`
400`  E`  A`  V`  A63002`  930`  000`
400`  E`  A`  V`  A63002`  950`  000`  Profit Margin
400`  E`  A`  V`  A63004`  060`  000`
400`  E`  A`  V`  A63004`  800`  000`  Net Value
400`  E`  A`  V`  A63004`  849`  000`
400`  E`  A`  V`  A63004`  850`  000`
400`  E`  A`  V`  A63004`  899`  000`
400`  E`  A`  V`  A63004`  900`  000`  Total Value
400`  E`  A`  V`  A63004`  910`  000`
400`  E`  A`  V`  A63005`  100`  000`
400`  E`  A`  V`  A63005`  200`  000`
400`  E`  A`  V`  A63005`  300`  000`
400`  E`  A`  V`  A63005`  399`  000`  Net Amount
400`  E`  A`  V`  A63005`  400`  000`
400`  E`  A`  V`  A63005`  499`  000`  Gross Amount
400`  E`  A`  V`  A63005`  800`  000`
400`  E`  A`  V`  A63005`  850`  000`
400`  E`  A`  V`  A63005`  900`  000`  Effective Value
400`  E`  A`  V`  A63006`  100`  000`
400`  E`  A`  V`  A63006`  200`  000`
400`  E`  A`  V`  A63006`  201`  000`
400`  E`  A`  V`  A63006`  250`  000`
400`  E`  A`  V`  A63006`  300`  000`
400`  E`  A`  V`  A63006`  350`  000`
400`  E`  A`  V`  A63006`  399`  000`  Net Amount
400`  E`  A`  V`  A63006`  499`  000`  Gross Amount
400`  E`  A`  V`  A63006`  900`  000`  Effective Value
400`  E`  A`  V`  A63007`  100`  000`
400`  E`  A`  V`  A63007`  200`  000`
400`  E`  A`  V`  A63007`  300`  000`
400`  E`  A`  V`  A63007`  399`  000`  Net Amount
400`  E`  A`  V`  A63007`  400`  000`
400`  E`  A`  V`  A63007`  420`  000`
400`  E`  A`  V`  A63007`  499`  000`  Gross Amount
400`  E`  A`  V`  A63007`  800`  000`
400`  E`  A`  V`  A63007`  850`  000`
400`  E`  A`  V`  A63007`  900`  000`  Effective Value
400`  E`  A`  V`  A63010`  010`  000`
400`  E`  A`  V`  A63010`  020`  000`
400`  E`  A`  V`  A63010`  035`  000`
400`  E`  A`  V`  A63010`  045`  000`
400`  E`  A`  V`  A63010`  055`  000`
400`  E`  A`  V`  A63010`  065`  000`
400`  E`  A`  V`  A63010`  090`  000`
400`  E`  A`  V`  A63010`  100`  000`  Gross Value
400`  E`  A`  V`  A63010`  104`  000`
400`  E`  A`  V`  A63010`  120`  000`
400`  E`  A`  V`  A63010`  130`  000`
400`  E`  A`  V`  A63010`  140`  000`
400`  E`  A`  V`  A63010`  150`  000`
400`  E`  A`  V`  A63010`  160`  000`
400`  E`  A`  V`  A63010`  170`  000`
400`  E`  A`  V`  A63010`  180`  000`
400`  E`  A`  V`  A63010`  190`  000`
400`  E`  A`  V`  A63010`  200`  000`
400`  E`  A`  V`  A63010`  210`  000`
400`  E`  A`  V`  A63010`  220`  000`
400`  E`  A`  V`  A63010`  230`  000`
400`  E`  A`  V`  A63010`  240`  000`
400`  E`  A`  V`  A63010`  250`  000`
400`  E`  A`  V`  A63010`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A63010`  410`  000`
400`  E`  A`  V`  A63010`  420`  000`
400`  E`  A`  V`  A63010`  590`  000`
400`  E`  A`  V`  A63010`  600`  000`  Net Value 1
400`  E`  A`  V`  A63010`  610`  000`
400`  E`  A`  V`  A63010`  640`  000`  Stat. Value without Freight
400`  E`  A`  V`  A63010`  650`  000`
400`  E`  A`  V`  A63010`  700`  000`  Net Value 2
400`  E`  A`  V`  A63010`  710`  000`
400`  E`  A`  V`  A63010`  711`  000`
400`  E`  A`  V`  A63010`  720`  000`
400`  E`  A`  V`  A63010`  730`  000`
400`  E`  A`  V`  A63010`  750`  000`
400`  E`  A`  V`  A63010`  799`  000`
400`  E`  A`  V`  A63010`  800`  000`  Total Value
400`  E`  A`  V`  A63010`  810`  000`
400`  E`  A`  V`  A63010`  820`  000`
400`  E`  A`  V`  A63010`  830`  000`
400`  E`  A`  V`  A63010`  850`  000`  Profit Margin
400`  E`  A`  V`  A63012`  100`  000`
400`  E`  A`  V`  A63012`  105`  000`
400`  E`  A`  V`  A63012`  200`  000`
400`  E`  A`  V`  A63012`  204`  000`
400`  E`  A`  V`  A63012`  205`  000`
400`  E`  A`  V`  A63012`  300`  000`
400`  E`  A`  V`  A63012`  399`  000`  Net Amount
400`  E`  A`  V`  A63012`  400`  000`
400`  E`  A`  V`  A63012`  410`  000`
400`  E`  A`  V`  A63012`  420`  000`
400`  E`  A`  V`  A63012`  430`  000`
400`  E`  A`  V`  A63012`  440`  000`
400`  E`  A`  V`  A63012`  450`  000`
400`  E`  A`  V`  A63012`  460`  000`
400`  E`  A`  V`  A63012`  499`  000`  Gross Amount
400`  E`  A`  V`  A63012`  800`  000`
400`  E`  A`  V`  A63012`  850`  000`
400`  E`  A`  V`  A63012`  900`  000`  Effective Value
400`  E`  A`  V`  A63013`  100`  000`
400`  E`  A`  V`  A63013`  105`  000`
400`  E`  A`  V`  A63013`  200`  000`
400`  E`  A`  V`  A63013`  201`  000`
400`  E`  A`  V`  A63013`  204`  000`
400`  E`  A`  V`  A63013`  205`  000`
400`  E`  A`  V`  A63013`  250`  000`
400`  E`  A`  V`  A63013`  300`  000`
400`  E`  A`  V`  A63013`  350`  000`
400`  E`  A`  V`  A63013`  399`  000`  Net Amount
400`  E`  A`  V`  A63013`  499`  000`  Gross Amount
400`  E`  A`  V`  A63013`  900`  000`  Effective Value
400`  E`  A`  V`  A63021`  020`  000`
400`  E`  A`  V`  A63021`  090`  000`
400`  E`  A`  V`  A63021`  160`  000`
400`  E`  A`  V`  A63021`  220`  000`
400`  E`  A`  V`  A63021`  240`  000`
400`  E`  A`  V`  A63021`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A63021`  600`  000`  Net Value 1
400`  E`  A`  V`  A63021`  650`  000`
400`  E`  A`  V`  A63021`  700`  000`  Net Value 2
400`  E`  A`  V`  A63021`  750`  000`
400`  E`  A`  V`  A63021`  799`  000`
400`  E`  A`  V`  A63021`  800`  000`  Total Value
400`  E`  A`  V`  A64002`  010`  000`
400`  E`  A`  V`  A64002`  020`  000`
400`  E`  A`  V`  A64002`  060`  000`
400`  E`  A`  V`  A64002`  100`  000`  Gross Amount
400`  E`  A`  V`  A64002`  120`  000`
400`  E`  A`  V`  A64002`  130`  000`
400`  E`  A`  V`  A64002`  140`  000`
400`  E`  A`  V`  A64002`  150`  000`
400`  E`  A`  V`  A64002`  160`  000`
400`  E`  A`  V`  A64002`  170`  000`
400`  E`  A`  V`  A64002`  180`  000`
400`  E`  A`  V`  A64002`  190`  000`
400`  E`  A`  V`  A64002`  200`  000`
400`  E`  A`  V`  A64002`  210`  000`
400`  E`  A`  V`  A64002`  220`  000`
400`  E`  A`  V`  A64002`  230`  000`
400`  E`  A`  V`  A64002`  240`  000`
400`  E`  A`  V`  A64002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A64002`  310`  000`
400`  E`  A`  V`  A64002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A64002`  850`  000`
400`  E`  A`  V`  A64002`  899`  000`
400`  E`  A`  V`  A64002`  900`  000`  Total Amount
400`  E`  A`  V`  A64002`  910`  000`
400`  E`  A`  V`  A64002`  930`  000`
400`  E`  A`  V`  A64002`  950`  000`  Profit Margin
400`  E`  A`  V`  A64004`  060`  000`
400`  E`  A`  V`  A64004`  800`  000`  Net Value
400`  E`  A`  V`  A64004`  849`  000`
400`  E`  A`  V`  A64004`  850`  000`
400`  E`  A`  V`  A64004`  899`  000`
400`  E`  A`  V`  A64004`  900`  000`  Total Value
400`  E`  A`  V`  A64004`  910`  000`
400`  E`  A`  V`  A64005`  100`  000`
400`  E`  A`  V`  A64005`  105`  000`
400`  E`  A`  V`  A64005`  200`  000`
400`  E`  A`  V`  A64005`  204`  000`
400`  E`  A`  V`  A64005`  205`  000`
400`  E`  A`  V`  A64005`  300`  000`
400`  E`  A`  V`  A64005`  399`  000`  Net Amount
400`  E`  A`  V`  A64005`  400`  000`
400`  E`  A`  V`  A64005`  499`  000`  Gross Amount
400`  E`  A`  V`  A64005`  800`  000`
400`  E`  A`  V`  A64005`  850`  000`
400`  E`  A`  V`  A64005`  900`  000`  Effective Value
400`  E`  A`  V`  A64006`  100`  000`
400`  E`  A`  V`  A64006`  105`  000`
400`  E`  A`  V`  A64006`  200`  000`
400`  E`  A`  V`  A64006`  201`  000`
400`  E`  A`  V`  A64006`  204`  000`
400`  E`  A`  V`  A64006`  205`  000`
400`  E`  A`  V`  A64006`  250`  000`
400`  E`  A`  V`  A64006`  300`  000`
400`  E`  A`  V`  A64006`  350`  000`
400`  E`  A`  V`  A64006`  399`  000`  Net Amount
400`  E`  A`  V`  A64006`  499`  000`  Gross Amount
400`  E`  A`  V`  A64006`  900`  000`  Effective Value
400`  E`  A`  V`  A64007`  100`  000`
400`  E`  A`  V`  A64007`  105`  000`
400`  E`  A`  V`  A64007`  200`  000`
400`  E`  A`  V`  A64007`  204`  000`
400`  E`  A`  V`  A64007`  205`  000`
400`  E`  A`  V`  A64007`  300`  000`
400`  E`  A`  V`  A64007`  399`  000`  Net Amount
400`  E`  A`  V`  A64007`  400`  000`
400`  E`  A`  V`  A64007`  401`  000`
400`  E`  A`  V`  A64007`  420`  000`
400`  E`  A`  V`  A64007`  499`  000`  Gross Amount
400`  E`  A`  V`  A64007`  800`  000`
400`  E`  A`  V`  A64007`  850`  000`
400`  E`  A`  V`  A64007`  900`  000`  Effective Value
400`  E`  A`  V`  A64010`  010`  000`
400`  E`  A`  V`  A64010`  020`  000`
400`  E`  A`  V`  A64010`  035`  000`
400`  E`  A`  V`  A64010`  045`  000`
400`  E`  A`  V`  A64010`  055`  000`
400`  E`  A`  V`  A64010`  065`  000`
400`  E`  A`  V`  A64010`  090`  000`
400`  E`  A`  V`  A64010`  100`  000`  Gross Value
400`  E`  A`  V`  A64010`  104`  000`
400`  E`  A`  V`  A64010`  120`  000`
400`  E`  A`  V`  A64010`  130`  000`
400`  E`  A`  V`  A64010`  140`  000`
400`  E`  A`  V`  A64010`  150`  000`
400`  E`  A`  V`  A64010`  160`  000`
400`  E`  A`  V`  A64010`  170`  000`
400`  E`  A`  V`  A64010`  180`  000`
400`  E`  A`  V`  A64010`  190`  000`
400`  E`  A`  V`  A64010`  200`  000`
400`  E`  A`  V`  A64010`  210`  000`
400`  E`  A`  V`  A64010`  220`  000`
400`  E`  A`  V`  A64010`  230`  000`
400`  E`  A`  V`  A64010`  240`  000`
400`  E`  A`  V`  A64010`  250`  000`
400`  E`  A`  V`  A64010`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A64010`  410`  000`
400`  E`  A`  V`  A64010`  420`  000`
400`  E`  A`  V`  A64010`  590`  000`
400`  E`  A`  V`  A64010`  600`  000`  Net Value 1
400`  E`  A`  V`  A64010`  610`  000`
400`  E`  A`  V`  A64010`  640`  000`  Stat. Value without Freight
400`  E`  A`  V`  A64010`  650`  000`
400`  E`  A`  V`  A64010`  700`  000`  Net Value 2
400`  E`  A`  V`  A64010`  710`  000`
400`  E`  A`  V`  A64010`  711`  000`
400`  E`  A`  V`  A64010`  720`  000`
400`  E`  A`  V`  A64010`  730`  000`
400`  E`  A`  V`  A64010`  750`  000`
400`  E`  A`  V`  A64010`  799`  000`
400`  E`  A`  V`  A64010`  800`  000`  Total Value
400`  E`  A`  V`  A64010`  810`  000`
400`  E`  A`  V`  A64010`  820`  000`
400`  E`  A`  V`  A64010`  830`  000`
400`  E`  A`  V`  A64010`  850`  000`  Profit Margin
400`  E`  A`  V`  A64012`  100`  000`
400`  E`  A`  V`  A64012`  105`  000`
400`  E`  A`  V`  A64012`  200`  000`
400`  E`  A`  V`  A64012`  204`  000`
400`  E`  A`  V`  A64012`  205`  000`
400`  E`  A`  V`  A64012`  300`  000`
400`  E`  A`  V`  A64012`  399`  000`  Net Amount
400`  E`  A`  V`  A64012`  400`  000`
400`  E`  A`  V`  A64012`  410`  000`
400`  E`  A`  V`  A64012`  420`  000`
400`  E`  A`  V`  A64012`  430`  000`
400`  E`  A`  V`  A64012`  440`  000`
400`  E`  A`  V`  A64012`  450`  000`
400`  E`  A`  V`  A64012`  460`  000`
400`  E`  A`  V`  A64012`  499`  000`  Gross Amount
400`  E`  A`  V`  A64012`  800`  000`
400`  E`  A`  V`  A64012`  850`  000`
400`  E`  A`  V`  A64012`  900`  000`  Effective Value
400`  E`  A`  V`  A64013`  100`  000`
400`  E`  A`  V`  A64013`  105`  000`
400`  E`  A`  V`  A64013`  200`  000`
400`  E`  A`  V`  A64013`  201`  000`
400`  E`  A`  V`  A64013`  204`  000`
400`  E`  A`  V`  A64013`  205`  000`
400`  E`  A`  V`  A64013`  250`  000`
400`  E`  A`  V`  A64013`  300`  000`
400`  E`  A`  V`  A64013`  350`  000`
400`  E`  A`  V`  A64013`  399`  000`  Net Amount
400`  E`  A`  V`  A64013`  499`  000`  Gross Amount
400`  E`  A`  V`  A64013`  900`  000`  Effective Value
400`  E`  A`  V`  A64021`  020`  000`
400`  E`  A`  V`  A64021`  090`  000`
400`  E`  A`  V`  A64021`  160`  000`
400`  E`  A`  V`  A64021`  220`  000`
400`  E`  A`  V`  A64021`  240`  000`
400`  E`  A`  V`  A64021`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A64021`  600`  000`  Net Value 1
400`  E`  A`  V`  A64021`  650`  000`
400`  E`  A`  V`  A64021`  700`  000`  Net Value 2
400`  E`  A`  V`  A64021`  750`  000`
400`  E`  A`  V`  A64021`  799`  000`
400`  E`  A`  V`  A64021`  800`  000`  Total Value
400`  E`  A`  V`  A64021`  820`  000`
400`  E`  A`  V`  A68002`  010`  000`
400`  E`  A`  V`  A68002`  020`  000`
400`  E`  A`  V`  A68002`  060`  000`
400`  E`  A`  V`  A68002`  100`  000`  Gross Amount
400`  E`  A`  V`  A68002`  120`  000`
400`  E`  A`  V`  A68002`  130`  000`
400`  E`  A`  V`  A68002`  140`  000`
400`  E`  A`  V`  A68002`  150`  000`
400`  E`  A`  V`  A68002`  160`  000`
400`  E`  A`  V`  A68002`  170`  000`
400`  E`  A`  V`  A68002`  180`  000`
400`  E`  A`  V`  A68002`  190`  000`
400`  E`  A`  V`  A68002`  200`  000`
400`  E`  A`  V`  A68002`  210`  000`
400`  E`  A`  V`  A68002`  220`  000`
400`  E`  A`  V`  A68002`  230`  000`
400`  E`  A`  V`  A68002`  240`  000`
400`  E`  A`  V`  A68002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A68002`  310`  000`
400`  E`  A`  V`  A68002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A68002`  850`  000`
400`  E`  A`  V`  A68002`  899`  000`
400`  E`  A`  V`  A68002`  900`  000`  Total Amount
400`  E`  A`  V`  A68002`  901`  000`
400`  E`  A`  V`  A68002`  910`  000`
400`  E`  A`  V`  A68002`  930`  000`
400`  E`  A`  V`  A68002`  950`  000`  Profit Margin
400`  E`  A`  V`  A68004`  060`  000`
400`  E`  A`  V`  A68004`  800`  000`  Net Value
400`  E`  A`  V`  A68004`  849`  000`
400`  E`  A`  V`  A68004`  850`  000`
400`  E`  A`  V`  A68004`  899`  000`
400`  E`  A`  V`  A68004`  900`  000`  Total Value
400`  E`  A`  V`  A68004`  910`  000`
400`  E`  A`  V`  A68005`  100`  000`
400`  E`  A`  V`  A68005`  200`  000`
400`  E`  A`  V`  A68005`  300`  000`
400`  E`  A`  V`  A68005`  399`  000`  Net Amount
400`  E`  A`  V`  A68005`  400`  000`
400`  E`  A`  V`  A68005`  499`  000`  Gross Amount
400`  E`  A`  V`  A68005`  800`  000`
400`  E`  A`  V`  A68005`  850`  000`
400`  E`  A`  V`  A68005`  900`  000`  Effective Value
400`  E`  A`  V`  A68006`  100`  000`
400`  E`  A`  V`  A68006`  200`  000`
400`  E`  A`  V`  A68006`  201`  000`
400`  E`  A`  V`  A68006`  250`  000`
400`  E`  A`  V`  A68006`  300`  000`
400`  E`  A`  V`  A68006`  350`  000`
400`  E`  A`  V`  A68006`  399`  000`  Net Amount
400`  E`  A`  V`  A68006`  499`  000`  Gross Amount
400`  E`  A`  V`  A68006`  900`  000`  Effective Value
400`  E`  A`  V`  A68007`  100`  000`
400`  E`  A`  V`  A68007`  200`  000`
400`  E`  A`  V`  A68007`  300`  000`
400`  E`  A`  V`  A68007`  399`  000`  Net Amount
400`  E`  A`  V`  A68007`  400`  000`
400`  E`  A`  V`  A68007`  420`  000`
400`  E`  A`  V`  A68007`  499`  000`  Gross Amount
400`  E`  A`  V`  A68007`  800`  000`
400`  E`  A`  V`  A68007`  850`  000`
400`  E`  A`  V`  A68007`  900`  000`  Effective Value
400`  E`  A`  V`  A68010`  010`  000`
400`  E`  A`  V`  A68010`  020`  000`
400`  E`  A`  V`  A68010`  035`  000`
400`  E`  A`  V`  A68010`  045`  000`
400`  E`  A`  V`  A68010`  055`  000`
400`  E`  A`  V`  A68010`  065`  000`
400`  E`  A`  V`  A68010`  090`  000`
400`  E`  A`  V`  A68010`  100`  000`  Gross Value
400`  E`  A`  V`  A68010`  104`  000`
400`  E`  A`  V`  A68010`  120`  000`
400`  E`  A`  V`  A68010`  130`  000`
400`  E`  A`  V`  A68010`  140`  000`
400`  E`  A`  V`  A68010`  150`  000`
400`  E`  A`  V`  A68010`  160`  000`
400`  E`  A`  V`  A68010`  170`  000`
400`  E`  A`  V`  A68010`  180`  000`
400`  E`  A`  V`  A68010`  190`  000`
400`  E`  A`  V`  A68010`  200`  000`
400`  E`  A`  V`  A68010`  210`  000`
400`  E`  A`  V`  A68010`  220`  000`
400`  E`  A`  V`  A68010`  230`  000`
400`  E`  A`  V`  A68010`  240`  000`
400`  E`  A`  V`  A68010`  250`  000`
400`  E`  A`  V`  A68010`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A68010`  410`  000`
400`  E`  A`  V`  A68010`  420`  000`
400`  E`  A`  V`  A68010`  590`  000`
400`  E`  A`  V`  A68010`  600`  000`  Net Value 1
400`  E`  A`  V`  A68010`  610`  000`
400`  E`  A`  V`  A68010`  640`  000`  Stat. Value without Freight
400`  E`  A`  V`  A68010`  650`  000`
400`  E`  A`  V`  A68010`  700`  000`  Net Value 2
400`  E`  A`  V`  A68010`  710`  000`
400`  E`  A`  V`  A68010`  711`  000`
400`  E`  A`  V`  A68010`  720`  000`
400`  E`  A`  V`  A68010`  730`  000`
400`  E`  A`  V`  A68010`  750`  000`
400`  E`  A`  V`  A68010`  799`  000`
400`  E`  A`  V`  A68010`  800`  000`  Total Value
400`  E`  A`  V`  A68010`  810`  000`
400`  E`  A`  V`  A68010`  820`  000`
400`  E`  A`  V`  A68010`  830`  000`
400`  E`  A`  V`  A68010`  850`  000`  Profit Margin
400`  E`  A`  V`  A68021`  020`  000`
400`  E`  A`  V`  A68021`  090`  000`
400`  E`  A`  V`  A68021`  160`  000`
400`  E`  A`  V`  A68021`  220`  000`
400`  E`  A`  V`  A68021`  240`  000`
400`  E`  A`  V`  A68021`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A68021`  600`  000`  Net Value 1
400`  E`  A`  V`  A68021`  650`  000`
400`  E`  A`  V`  A68021`  700`  000`  Net Value 2
400`  E`  A`  V`  A68021`  750`  000`
400`  E`  A`  V`  A68021`  799`  000`
400`  E`  A`  V`  A68021`  800`  000`  Total Value
400`  E`  A`  V`  A69002`  010`  000`
400`  E`  A`  V`  A69002`  020`  000`
400`  E`  A`  V`  A69002`  060`  000`
400`  E`  A`  V`  A69002`  100`  000`  Gross Amount
400`  E`  A`  V`  A69002`  120`  000`
400`  E`  A`  V`  A69002`  130`  000`
400`  E`  A`  V`  A69002`  140`  000`
400`  E`  A`  V`  A69002`  150`  000`
400`  E`  A`  V`  A69002`  160`  000`
400`  E`  A`  V`  A69002`  170`  000`
400`  E`  A`  V`  A69002`  180`  000`
400`  E`  A`  V`  A69002`  190`  000`
400`  E`  A`  V`  A69002`  200`  000`
400`  E`  A`  V`  A69002`  210`  000`
400`  E`  A`  V`  A69002`  220`  000`
400`  E`  A`  V`  A69002`  230`  000`
400`  E`  A`  V`  A69002`  240`  000`
400`  E`  A`  V`  A69002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A69002`  310`  000`
400`  E`  A`  V`  A69002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A69002`  750`  000`  Net Amount 2
400`  E`  A`  V`  A69002`  800`  000`  Net Amount 3
400`  E`  A`  V`  A69002`  850`  000`
400`  E`  A`  V`  A69002`  899`  000`
400`  E`  A`  V`  A69002`  900`  000`  Total Amount
400`  E`  A`  V`  A69002`  910`  000`
400`  E`  A`  V`  A69002`  930`  000`
400`  E`  A`  V`  A69002`  950`  000`  Profit Margin
400`  E`  A`  V`  A69004`  060`  000`
400`  E`  A`  V`  A69004`  800`  000`  Net Value
400`  E`  A`  V`  A69004`  849`  000`
400`  E`  A`  V`  A69004`  850`  000`
400`  E`  A`  V`  A69004`  899`  000`
400`  E`  A`  V`  A69004`  900`  000`  Total Value
400`  E`  A`  V`  A69004`  910`  000`
400`  E`  A`  V`  A69005`  100`  000`
400`  E`  A`  V`  A69005`  200`  000`
400`  E`  A`  V`  A69005`  300`  000`
400`  E`  A`  V`  A69005`  399`  000`  Net Amount
400`  E`  A`  V`  A69005`  400`  000`
400`  E`  A`  V`  A69005`  499`  000`  Gross Amount
400`  E`  A`  V`  A69005`  800`  000`
400`  E`  A`  V`  A69005`  850`  000`
400`  E`  A`  V`  A69005`  900`  000`  Effective Value
400`  E`  A`  V`  A69006`  100`  000`
400`  E`  A`  V`  A69006`  200`  000`
400`  E`  A`  V`  A69006`  201`  000`
400`  E`  A`  V`  A69006`  250`  000`
400`  E`  A`  V`  A69006`  300`  000`
400`  E`  A`  V`  A69006`  350`  000`
400`  E`  A`  V`  A69006`  399`  000`  Net Amount
400`  E`  A`  V`  A69006`  499`  000`  Gross Amount
400`  E`  A`  V`  A69006`  900`  000`  Effective Value
400`  E`  A`  V`  A69007`  100`  000`
400`  E`  A`  V`  A69007`  200`  000`
400`  E`  A`  V`  A69007`  300`  000`
400`  E`  A`  V`  A69007`  399`  000`  Net Amount
400`  E`  A`  V`  A69007`  400`  000`
400`  E`  A`  V`  A69007`  420`  000`
400`  E`  A`  V`  A69007`  499`  000`  Gross Amount
400`  E`  A`  V`  A69007`  800`  000`
400`  E`  A`  V`  A69007`  850`  000`
400`  E`  A`  V`  A69007`  900`  000`  Effective Value
400`  E`  A`  V`  A69010`  010`  000`
400`  E`  A`  V`  A69010`  020`  000`
400`  E`  A`  V`  A69010`  035`  000`
400`  E`  A`  V`  A69010`  045`  000`
400`  E`  A`  V`  A69010`  055`  000`
400`  E`  A`  V`  A69010`  065`  000`
400`  E`  A`  V`  A69010`  090`  000`
400`  E`  A`  V`  A69010`  100`  000`  Gross Value
400`  E`  A`  V`  A69010`  104`  000`
400`  E`  A`  V`  A69010`  120`  000`
400`  E`  A`  V`  A69010`  130`  000`
400`  E`  A`  V`  A69010`  140`  000`
400`  E`  A`  V`  A69010`  150`  000`
400`  E`  A`  V`  A69010`  160`  000`
400`  E`  A`  V`  A69010`  170`  000`
400`  E`  A`  V`  A69010`  180`  000`
400`  E`  A`  V`  A69010`  190`  000`
400`  E`  A`  V`  A69010`  200`  000`
400`  E`  A`  V`  A69010`  210`  000`
400`  E`  A`  V`  A69010`  220`  000`
400`  E`  A`  V`  A69010`  230`  000`
400`  E`  A`  V`  A69010`  240`  000`
400`  E`  A`  V`  A69010`  250`  000`
400`  E`  A`  V`  A69010`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A69010`  410`  000`
400`  E`  A`  V`  A69010`  420`  000`
400`  E`  A`  V`  A69010`  590`  000`
400`  E`  A`  V`  A69010`  600`  000`  Net Value 1
400`  E`  A`  V`  A69010`  610`  000`
400`  E`  A`  V`  A69010`  640`  000`  Stat. Value without Freight
400`  E`  A`  V`  A69010`  650`  000`
400`  E`  A`  V`  A69010`  700`  000`  Net Value 2
400`  E`  A`  V`  A69010`  710`  000`
400`  E`  A`  V`  A69010`  711`  000`
400`  E`  A`  V`  A69010`  720`  000`
400`  E`  A`  V`  A69010`  730`  000`
400`  E`  A`  V`  A69010`  750`  000`
400`  E`  A`  V`  A69010`  799`  000`
400`  E`  A`  V`  A69010`  800`  000`  Total Value
400`  E`  A`  V`  A69010`  810`  000`
400`  E`  A`  V`  A69010`  820`  000`
400`  E`  A`  V`  A69010`  830`  000`
400`  E`  A`  V`  A69010`  850`  000`  Profit Margin
400`  E`  A`  V`  A69021`  020`  000`
400`  E`  A`  V`  A69021`  090`  000`
400`  E`  A`  V`  A69021`  160`  000`
400`  E`  A`  V`  A69021`  220`  000`
400`  E`  A`  V`  A69021`  240`  000`
400`  E`  A`  V`  A69021`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A69021`  600`  000`  Net Value 1
400`  E`  A`  V`  A69021`  650`  000`
400`  E`  A`  V`  A69021`  700`  000`  Net Value 2
400`  E`  A`  V`  A69021`  750`  000`
400`  E`  A`  V`  A69021`  799`  000`
400`  E`  A`  V`  A69021`  800`  000`  Total Value
400`  E`  A`  V`  A7K002`  010`  000`
400`  E`  A`  V`  A7K002`  020`  000`
400`  E`  A`  V`  A7K002`  060`  000`
400`  E`  A`  V`  A7K002`  100`  000`  Gross Amount
400`  E`  A`  V`  A7K002`  120`  000`
400`  E`  A`  V`  A7K002`  130`  000`
400`  E`  A`  V`  A7K002`  140`  000`
400`  E`  A`  V`  A7K002`  150`  000`
400`  E`  A`  V`  A7K002`  160`  000`
400`  E`  A`  V`  A7K002`  170`  000`
400`  E`  A`  V`  A7K002`  180`  000`
400`  E`  A`  V`  A7K002`  190`  000`
400`  E`  A`  V`  A7K002`  200`  000`
400`  E`  A`  V`  A7K002`  210`  000`
400`  E`  A`  V`  A7K002`  220`  000`
400`  E`  A`  V`  A7K002`  230`  000`
400`  E`  A`  V`  A7K002`  240`  000`
400`  E`  A`  V`  A7K002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A7K002`  310`  000`
400`  E`  A`  V`  A7K002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A7K002`  850`  000`
400`  E`  A`  V`  A7K002`  899`  000`
400`  E`  A`  V`  A7K002`  900`  000`  Total Amount
400`  E`  A`  V`  A7K002`  910`  000`
400`  E`  A`  V`  A7K002`  930`  000`
400`  E`  A`  V`  A7K002`  950`  000`  Profit Margin
400`  E`  A`  V`  A7K004`  060`  000`
400`  E`  A`  V`  A7K004`  800`  000`  Net Value
400`  E`  A`  V`  A7K004`  849`  000`
400`  E`  A`  V`  A7K004`  850`  000`
400`  E`  A`  V`  A7K004`  899`  000`
400`  E`  A`  V`  A7K004`  900`  000`  Total Value
400`  E`  A`  V`  A7K004`  910`  000`
400`  E`  A`  V`  A7K005`  100`  000`
400`  E`  A`  V`  A7K005`  105`  000`
400`  E`  A`  V`  A7K005`  200`  000`
400`  E`  A`  V`  A7K005`  204`  000`
400`  E`  A`  V`  A7K005`  205`  000`
400`  E`  A`  V`  A7K005`  300`  000`
400`  E`  A`  V`  A7K005`  399`  000`  Net Amount
400`  E`  A`  V`  A7K005`  400`  000`
